can_nam,year,label,can_par_aff,can_inc_cha_ope_sea,dem_per,gop_per,ind_con,tot_con,tot_rec,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,tot_rec_final,cov_sta,cov_end
"Morris, Brad",2012,MS-1,DEM,CHALLENGER,36.7,60.7,13220.0,14220.0,40929.48,53995.55,23814.77,10748.7,206000.61,2012-04-01 00:00:00,2012-06-30 00:00:00
"Nunnelee, Patrick Alan",2012,MS-1,REP,INCUMBENT,36.7,60.7,107649.0,168649.0,171344.73,158053.16,254367.12,267658.69,1470455.3,2012-04-01 00:00:00,2012-06-30 00:00:00
"Nunnelee, Patrick Alan",2014,MS-1,REP,INCUMBENT,28.8,68.0,8450.0,82700.0,103100.0,44602.7,331971.9,390469.2,1020948.01,2014-05-15 00:00:00,2014-06-30 00:00:00
"Dickey, Ron ",2014,MS-1,DEM,CHALLENGER,28.8,68.0,5840.0,5940.0,5940.0,3175.0,0.0,2765.0,5945.0,2014-03-01 00:00:00,2014-06-30 00:00:00
"Marcy, William Louis",2012,MS-2,REP,CHALLENGER,67.4,30.7,3531.0,3531.0,3531.0,5962.0,3725.0,1294.0,18213.35,2012-04-01 00:00:00,2012-06-30 00:00:00
"Thompson, Bennie G",2012,MS-2,DEM,INCUMBENT,67.4,30.7,19525.0,111025.0,121335.17,104924.49,1250235.55,1266646.23,1208367.8,2012-04-01 00:00:00,2012-06-30 00:00:00
"Gillan, Kim",2012,MT-1,DEM,OPEN,42.9,53.2,66830.21,100230.21,100230.21,71529.93,59205.38,87905.66,992911.07,2012-05-17 00:00:00,2012-06-30 00:00:00
"Zinke, Ryan K",2014,MT-1,REP,OPEN,40.4,55.5,322557.76,363657.76,405657.76,459051.32,150699.77,97306.21,4748870.45,2014-05-15 00:00:00,2014-06-30 00:00:00
"Lewis, John",2014,MT-1,DEM,OPEN,40.4,55.5,169127.43,272952.43,274652.43,170803.42,518861.8,622710.81,1721571.63,2014-05-15 00:00:00,2014-06-30 00:00:00
"Daines, Steven",2012,MT-1,REP,OPEN,42.9,53.2,95315.49,173163.91,173255.29,63277.73,743246.78,853224.34,1830490.65,2012-05-17 00:00:00,2012-06-30 00:00:00
"Macqueen, Tate",2014,NC-10,DEM,CHALLENGER,39.0,61.0,25461.83,25461.83,25511.83,24214.8,1548.92,2845.95,82214.59,2014-04-17 00:00:00,2014-06-30 00:00:00
"Keever, Patricia R",2012,NC-10,DEM,CHALLENGER,43.0,57.0,62297.84,67147.84,67147.84,68506.96,29479.59,28120.47,543273.57,2012-04-19 00:00:00,2012-06-30 00:00:00
"Mchenry, Patrick Timothy",2012,NC-10,REP,INCUMBENT,43.0,57.0,45542.6,137230.18,137270.0,167684.25,303824.56,273410.31,1230228.35,2012-04-19 00:00:00,2012-06-30 00:00:00
"Mchenry, Patrick Timothy",2014,NC-10,REP,INCUMBENT,39.0,61.0,58567.0,199067.0,213310.03,134499.24,651341.58,730152.37,1746285.66,2014-04-17 00:00:00,2014-06-30 00:00:00
"Coakley, Vincent Edward",2014,NC-12,REP,OPEN,75.4,24.6,44213.0,58413.0,58544.0,43106.57,24598.54,40035.97,383908.73,2014-04-17 00:00:00,2014-06-30 00:00:00
"Adams, Alma Shealey",2014,NC-12,DEM,INCUMBENT,75.4,24.6,53464.7,121877.98,121878.08,151403.99,55852.89,26326.98,766898.47,2014-04-17 00:00:00,2014-06-30 00:00:00
"Holding, George E. B. Mr.",2012,NC-13,REP,OPEN,42.9,57.1,127404.79,156354.79,226354.79,225469.85,15841.43,16726.37,1692833.09,2012-04-19 00:00:00,2012-06-30 00:00:00
"Cleary, Brenda Lewis",2014,NC-13,DEM,CHALLENGER,42.7,57.3,23650.0,28250.0,28250.0,16205.49,18292.67,30337.18,87871.98,2014-04-17 00:00:00,2014-06-30 00:00:00
"Holding, George E Mr.",2014,NC-13,REP,INCUMBENT,42.7,57.3,81154.0,164004.0,174805.19,89263.83,99704.1,185245.46,1464260.04,2014-04-17 00:00:00,2014-06-30 00:00:00
"Malone, Charles",2012,NC-13,DEM,OPEN,42.9,57.1,3690.0,5530.0,5530.0,3198.99,0.0,2331.01,18132.48,2012-02-01 00:00:00,2012-06-30 00:00:00
"Wilkins, Stephen P",2012,NC-2,DEM,CHALLENGER,41.4,55.9,10560.0,11690.0,14190.0,10067.72,2356.81,6479.09,86555.46,2012-04-19 00:00:00,2012-06-30 00:00:00
"Aiken, Clayton Clay",2014,NC-2,DEM,CHALLENGER,41.1,58.9,322368.02,343368.02,396766.2,261909.22,67040.81,201897.79,1181626.02,2014-04-17 00:00:00,2014-06-30 00:00:00
"Ellmers, Renee Jacisin",2012,NC-2,REP,INCUMBENT,41.4,55.9,65144.0,140651.67,148031.02,217442.43,280215.87,210804.46,1086869.93,2012-04-19 00:00:00,2012-06-30 00:00:00
"Ellmers, Renee Jacisin",2014,NC-2,REP,INCUMBENT,41.1,58.9,95512.0,353937.37,353937.37,373344.26,424445.99,405039.1,1844808.72,2014-04-17 00:00:00,2014-06-30 00:00:00
"Adame, Marshall Richard",2014,NC-3,DEM,CHALLENGER,32.2,67.8,2425.0,2425.0,2425.0,2217.33,2911.59,3119.26,25525.76,2014-04-17 00:00:00,2014-06-30 00:00:00
"Jones, Walter B.",2014,NC-3,REP,INCUMBENT,32.2,67.8,46980.0,110230.0,110230.0,89943.47,78776.2,99062.73,704722.91,2014-04-17 00:00:00,2014-06-30 00:00:00
"D'Annunzio, Timothy Bruce",2012,NC-4,REP,CHALLENGER,74.4,25.6,320.0,320.0,210320.0,127736.66,9141.91,91725.25,614108.94,2012-04-19 00:00:00,2012-06-30 00:00:00
"Price, David",2012,NC-4,DEM,INCUMBENT,74.4,25.6,71780.0,151780.0,151780.0,168877.44,196391.32,179293.88,1141279.86,2012-04-19 00:00:00,2012-06-30 00:00:00
"Brannon, Joshua Josh"" Ethan""",2014,NC-5,DEM,CHALLENGER,39.0,61.0,5325.0,5325.0,5325.0,,5325.0,5325.0,11581.0,2014-01-01 00:00:00,2014-06-30 00:00:00
"Motsinger, Elisabeth Marie",2012,NC-5,DEM,CHALLENGER,42.5,57.5,27186.23,28461.23,28461.23,17126.24,7939.85,19274.84,133268.31,2012-04-19 00:00:00,2012-06-30 00:00:00
"Foxx, Virginia",2012,NC-5,REP,INCUMBENT,42.5,57.5,98059.0,131059.0,132050.34,71042.02,1464962.15,1525970.47,972460.35,2012-04-19 00:00:00,2012-06-30 00:00:00
"Foxx, Virginia Ann",2014,NC-5,REP,INCUMBENT,39.0,61.0,108316.7,148674.35,150300.36,40537.38,2014974.2,2124737.18,1274738.5,2014-04-17 00:00:00,2014-06-30 00:00:00
"Foriest, Anthony E",2012,NC-6,DEM,CHALLENGER,39.1,60.9,5760.0,5760.0,5760.0,2985.0,16125.0,18900.0,46218.78,2012-04-19 00:00:00,2012-06-30 00:00:00
"Walker, Bradley Mark",2014,NC-6,REP,OPEN,41.3,58.7,8750.0,8750.0,8750.0,26837.54,40758.92,22671.38,839378.33,2014-06-26 00:00:00,2014-06-30 00:00:00
"Coble, John Howard",2012,NC-6,REP,INCUMBENT,39.1,60.9,23750.0,79599.52,79632.35,78212.66,92770.99,94190.68,531611.09,2012-04-19 00:00:00,2012-06-30 00:00:00
"Fjeld, Laura",2014,NC-6,DEM,OPEN,41.3,58.7,146894.15,164794.15,164794.15,178936.11,134504.46,120362.5,904778.86,2014-04-17 00:00:00,2014-06-30 00:00:00
"Barfield, Jonathan Jr",2014,NC-7,DEM,OPEN,37.1,59.4,9891.45,9891.45,9891.48,8305.92,4330.89,5916.45,60463.63,2014-04-17 00:00:00,2014-06-30 00:00:00
"Rouzer, David Cheston Mr.",2012,NC-7,REP,CHALLENGER,50.1,49.9,185915.76,272779.04,272779.04,189568.02,88397.41,171608.43,1484066.25,2012-04-19 00:00:00,2012-06-30 00:00:00
"Mcintyre, Mike Rep.",2012,NC-7,DEM,INCUMBENT,50.1,49.9,206920.2,384210.24,386910.24,74535.72,763976.49,1076351.01,2304496.01,2012-04-19 00:00:00,2012-06-30 00:00:00
"Rouzer, David Cheston Mr.",2014,NC-7,REP,OPEN,37.1,59.4,101117.81,212966.48,233611.48,418992.17,275401.71,90021.02,1544845.54,2014-04-17 00:00:00,2014-06-30 00:00:00
"Cramer, Kevin",2012,ND-1,REP,OPEN,41.8,55.0,246891.0,276391.0,276391.0,138670.18,135779.94,273500.76,1325478.8,2012-05-24 00:00:00,2012-06-30 00:00:00
"Sinner, George B",2014,ND-1,DEM,CHALLENGER,38.5,55.6,102932.32,151932.32,151932.32,59429.69,181203.1,273705.73,942473.16,2014-05-22 00:00:00,2014-06-30 00:00:00
"Gulleson, Pam",2012,ND-1,DEM,OPEN,41.8,55.0,60094.03,123163.31,123163.31,57949.67,313263.91,378477.55,1023930.51,2012-05-24 00:00:00,2012-06-30 00:00:00
"Cramer, Kevin Mr.",2014,ND-1,REP,INCUMBENT,38.5,55.6,86648.0,125648.0,125648.0,22190.17,549941.78,653399.61,1492880.34,2014-05-22 00:00:00,2014-06-30 00:00:00
"Reiman, Korey Lynn",2012,NE-1,DEM,CHALLENGER,31.5,68.5,5584.0,5584.0,5584.0,9052.0,7507.0,4039.0,30444.0,2012-04-26 00:00:00,2012-06-30 00:00:00
"Crawford, Dennis P",2014,NE-1,DEM,CHALLENGER,31.0,69.0,4165.0,4465.0,4465.0,906.0,18429.0,21987.0,47209.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Fortenberry, Jeffrey",2012,NE-1,REP,INCUMBENT,31.5,68.5,26905.0,90655.0,90934.93,50064.41,695104.16,735974.68,698413.78,2012-04-26 00:00:00,2012-06-30 00:00:00
"Fortenberry, Jeffrey",2014,NE-1,REP,INCUMBENT,31.0,69.0,45744.74,88744.74,92997.71,56332.27,1089431.1,1126096.54,784737.23,2014-04-24 00:00:00,2014-06-30 00:00:00
"Ewing, John W Jr",2012,NE-2,DEM,CHALLENGER,48.8,51.2,85021.07,106521.07,106521.07,68458.59,51016.8,89079.28,617754.94,2012-04-26 00:00:00,2012-06-30 00:00:00
"Ashford, Brad",2014,NE-2,DEM,CHALLENGER,48.6,46.0,159329.92,195829.92,195829.92,90216.36,80534.74,186148.3,1246958.11,2014-04-24 00:00:00,2014-06-30 00:00:00
"Terry, Lee",2012,NE-2,REP,INCUMBENT,48.8,51.2,103964.0,343214.0,343214.0,235346.45,374518.99,482386.54,2036016.71,2012-04-26 00:00:00,2012-06-30 00:00:00
"Terry, Lee",2014,NE-2,REP,INCUMBENT,48.6,46.0,128706.64,349056.64,349935.17,272539.47,603885.2,681280.9,3106288.3,2014-04-24 00:00:00,2014-06-30 00:00:00
"Sullivan, Mark",2012,NE-3,DEM,CHALLENGER,25.8,74.2,3575.0,3739.0,3739.0,3347.0,2089.0,2480.0,38552.05,2012-04-26 00:00:00,2012-06-30 00:00:00
"Sullivan, Mark",2014,NE-3,DEM,CHALLENGER,24.5,75.5,2544.0,2544.0,2544.0,5147.0,19661.0,17058.0,59755.05,2014-04-24 00:00:00,2014-06-30 00:00:00
"Smith, Adrian",2012,NE-3,REP,INCUMBENT,25.8,74.2,54212.5,168584.98,168717.36,58664.39,522083.81,632136.78,1163154.28,2012-04-26 00:00:00,2012-06-30 00:00:00
"Smith, Adrian",2014,NE-3,REP,INCUMBENT,24.5,75.5,11895.0,107430.17,108014.59,196035.32,828743.79,740723.06,1034587.4,2014-04-24 00:00:00,2014-06-30 00:00:00
"Shea-Porter, Carol",2012,NH-1,DEM,CHALLENGER,49.7,46.0,137468.23,200200.87,200852.64,71553.82,183159.3,312458.12,1720667.32,2012-04-01 00:00:00,2012-06-30 00:00:00
"Guinta, Frank",2014,NH-1,REP,CHALLENGER,48.2,51.8,92487.5,131987.5,131987.5,99771.5,219907.67,252123.67,1245868.72,2014-04-01 00:00:00,2014-06-30 00:00:00
"Shea-Porter, Carol",2014,NH-1,DEM,INCUMBENT,48.2,51.8,156369.04,219316.63,219316.63,120900.94,515897.95,614313.64,1710601.66,2014-04-01 00:00:00,2014-06-30 00:00:00
"Guinta, Frank",2012,NH-1,REP,CHALLENGER,49.7,46.0,160279.82,242179.82,256021.29,84577.83,674747.47,846190.93,1903770.27,2012-04-01 00:00:00,2012-06-30 00:00:00
"Garcia, Marilinda",2014,NH-2,REP,CHALLENGER,55.0,45.0,114213.02,127913.02,135500.12,69541.38,58646.48,124605.22,1198487.8,2014-04-01 00:00:00,2014-06-30 00:00:00
"Bass, Charles F.",2012,NH-2,REP,INCUMBENT,50.2,45.1,97219.0,261445.1,271605.61,149231.22,790416.35,912790.74,2066087.83,2012-04-01 00:00:00,2012-06-30 00:00:00
"Kuster, Ann Mclane",2012,NH-2,DEM,CHALLENGER,50.2,45.1,390789.1,483582.3,483582.3,222319.46,1033498.63,1294761.47,3161003.98,2012-04-01 00:00:00,2012-06-30 00:00:00
"Kuster, Ann Mclane",2014,NH-2,DEM,INCUMBENT,55.0,45.0,384253.48,565451.07,568631.48,202931.43,1373757.27,1739457.32,3665168.06,2014-04-01 00:00:00,2014-06-30 00:00:00
"Cobb, Gary Wilbert",2014,NJ-1,REP,OPEN,57.3,39.5,15185.0,20685.0,20705.15,18032.67,11296.17,13968.65,108463.77,2014-05-15 00:00:00,2014-06-30 00:00:00
"Andrews, Robert E. Mr.",2012,NJ-1,DEM,INCUMBENT,67.9,30.3,125076.75,236326.75,236512.44,114955.57,394043.38,515600.25,1510757.47,2012-05-17 00:00:00,2012-06-30 00:00:00
"Norcross, Donald W",2014,NJ-1,DEM,INCUMBENT,57.3,39.5,200626.34,368226.34,368226.34,191136.55,430124.82,607214.61,2102533.81,2014-05-15 00:00:00,2014-06-30 00:00:00
"Horton, Gregory W",2012,NJ-1,REP,CHALLENGER,67.9,30.3,2830.0,2830.0,2830.0,1046.0,0.0,1783.0,12640.0,2012-05-03 00:00:00,2012-06-30 00:00:00
"Beck, Eric",2012,NJ-12,REP,CHALLENGER,68.9,29.9,10205.0,10205.0,20205.97,12111.0,48347.88,56442.85,129280.97,2012-05-17 00:00:00,2012-06-30 00:00:00
"Eck, Alieta Dr",2014,NJ-12,REP,OPEN,60.9,36.6,29064.0,33207.61,33207.61,15124.93,69340.63,87423.31,223878.72,2014-05-15 00:00:00,2014-06-30 00:00:00
"Coleman, Bonnie Watson",2014,NJ-12,DEM,OPEN,60.9,36.6,138918.24,217318.24,217391.71,245766.11,94263.3,65888.9,1395927.28,2014-05-15 00:00:00,2014-06-30 00:00:00
"Holt, Rush D.",2012,NJ-12,DEM,INCUMBENT,68.9,29.9,139909.0,240659.0,240886.77,129498.91,814926.13,926313.99,2084904.26,2012-05-17 00:00:00,2012-06-30 00:00:00
"Shober, Cassandra Ranieri",2012,NJ-2,DEM,CHALLENGER,40.0,58.0,15291.99,16371.99,16371.99,16429.92,8885.0,8827.07,55143.75,2012-05-17 00:00:00,2012-06-30 00:00:00
"Hughes, William J Jr",2014,NJ-2,DEM,CHALLENGER,37.0,61.7,40348.65,53848.65,78848.65,25101.31,342198.61,395945.95,769235.81,2014-05-15 00:00:00,2014-06-30 00:00:00
"Lobiondo, Frank A.",2012,NJ-2,REP,INCUMBENT,40.0,58.0,81200.0,153200.0,153610.23,53761.34,743261.38,843110.27,1566499.52,2012-05-17 00:00:00,2012-06-30 00:00:00
"Lobiondo, Frank A.",2014,NJ-2,REP,INCUMBENT,37.0,61.7,82221.0,250221.0,251296.23,74136.06,1385299.05,1562459.22,2128409.65,2014-05-15 00:00:00,2014-06-30 00:00:00
"Adler, Shelley",2012,NJ-3,DEM,CHALLENGER,44.8,53.8,128547.88,223088.18,223088.18,34428.98,304186.9,492846.1,1063622.99,2012-05-17 00:00:00,2012-06-30 00:00:00
"Belgard, Aimee",2014,NJ-3,DEM,OPEN,43.8,54.5,152276.55,351842.81,351842.81,67951.28,332104.36,615995.89,1785296.53,2014-05-15 00:00:00,2014-06-30 00:00:00
"Runyan, Jon",2012,NJ-3,REP,INCUMBENT,44.8,53.8,101299.88,226478.81,227046.0,82586.76,766210.95,910670.19,2080014.07,2012-05-17 00:00:00,2012-06-30 00:00:00
"Macarthur, Thomas",2014,NJ-3,REP,OPEN,43.8,54.5,39196.0,102621.0,1102621.0,824360.23,800685.57,1078946.34,5653128.44,2014-05-15 00:00:00,2014-06-30 00:00:00
"Froelich, Brian P",2012,NJ-4,DEM,CHALLENGER,31.0,68.0,4179.0,4179.0,4179.0,4179.0,12386.0,11213.0,87156.83,2012-05-15 00:00:00,2012-06-30 00:00:00
"Smith, Christopher H.",2012,NJ-4,REP,INCUMBENT,31.0,68.0,76842.8,112392.8,112534.82,51936.92,246190.41,306788.31,658473.84,2012-05-17 00:00:00,2012-06-30 00:00:00
"Cho, Roy",2014,NJ-5,DEM,CHALLENGER,43.0,55.7,121090.0,144590.0,144590.0,54333.86,268712.17,358968.31,1253537.22,2014-05-15 00:00:00,2014-06-30 00:00:00
"Garrett, Scott Rep.",2014,NJ-5,REP,INCUMBENT,43.0,55.7,104521.0,198209.5,256538.29,70869.06,2996630.93,3182300.16,2078660.33,2014-05-15 00:00:00,2014-06-30 00:00:00
"Little, Anna C",2012,NJ-6,REP,CHALLENGER,63.3,35.3,9388.0,9888.0,9888.0,18960.81,13806.95,4734.14,576289.12,2012-05-17 00:00:00,2012-06-30 00:00:00
"Wilkinson, Anthony E",2014,NJ-6,REP,CHALLENGER,60.0,38.9,3490.0,3490.0,13490.0,25837.18,27256.78,14909.6,135151.25,2014-05-15 00:00:00,2014-06-30 00:00:00
"Pallone, Frank Jr",2014,NJ-6,DEM,INCUMBENT,60.0,38.9,42655.0,125405.0,170410.3,156008.7,901860.13,916261.73,2390700.18,2014-05-15 00:00:00,2014-06-30 00:00:00
"Pallone, Frank Jr",2012,NJ-6,DEM,INCUMBENT,63.3,35.3,49433.4,180147.95,181070.61,133968.16,3360317.93,3407420.38,1868760.0,2012-05-17 00:00:00,2012-06-30 00:00:00
"Kovach, Janice",2014,NJ-7,DEM,CHALLENGER,38.7,59.3,12276.0,14576.0,34576.0,32805.28,10983.55,12754.27,121055.33,2014-05-15 00:00:00,2014-06-30 00:00:00
"Chivukula, Upendra J",2012,NJ-7,DEM,CHALLENGER,39.9,57.4,387730.0,395530.0,395530.0,42594.65,83594.37,436529.72,968084.47,2012-05-17 00:00:00,2012-06-30 00:00:00
"Lance, Leonard",2014,NJ-7,REP,INCUMBENT,38.7,59.3,31841.0,112841.0,113841.0,115634.7,389040.4,387246.7,1188889.59,2014-05-15 00:00:00,2014-06-30 00:00:00
"Lance, Leonard",2012,NJ-7,REP,INCUMBENT,39.9,57.4,47885.0,150135.0,150135.0,166030.92,401146.53,385250.61,1321361.7,2012-05-17 00:00:00,2012-06-30 00:00:00
"Boteach, Shmuley",2012,NJ-9,REP,CHALLENGER,73.6,25.4,47778.0,47778.0,47778.0,84479.87,94304.6,57602.73,317115.88,2012-05-17 00:00:00,2012-06-30 00:00:00
"Pascrell, William J Jr",2012,NJ-9,DEM,INCUMBENT,73.6,25.4,216177.4,337527.4,417551.15,868736.4,706408.94,255223.69,2861094.88,2012-05-17 00:00:00,2012-06-30 00:00:00
"Frese, Michael Harry",2014,NM-1,REP,CHALLENGER,58.5,41.5,21735.0,21735.0,31735.04,28003.56,8439.99,12171.47,355293.22,2014-05-15 00:00:00,2014-06-30 00:00:00
"Arnold-Jones, Janice E",2012,NM-1,REP,OPEN,59.1,40.9,64885.22,70385.22,70385.22,31749.65,40295.79,78931.36,578878.86,2012-05-17 00:00:00,2012-06-30 00:00:00
"Grisham, Michelle",2012,NM-1,DEM,OPEN,59.1,40.9,155382.04,293232.04,353232.04,270802.19,118458.95,200888.8,1818730.01,2012-05-17 00:00:00,2012-06-30 00:00:00
"Grisham, Michelle Lujan",2014,NM-1,DEM,INCUMBENT,58.5,41.5,71735.5,187214.5,187214.5,64463.18,800039.51,922790.83,1683360.03,2014-05-15 00:00:00,2014-06-30 00:00:00
"Erhard, Evelyn Madrid",2012,NM-2,DEM,CHALLENGER,40.9,59.1,11433.0,14633.0,14633.0,16708.11,12563.95,10488.84,90785.95,2012-05-17 00:00:00,2012-06-30 00:00:00
"Lara, Roxanne",2014,NM-2,DEM,CHALLENGER,35.5,64.5,170274.2,264271.86,264271.86,59326.88,506876.82,711821.8,1415026.93,2014-05-15 00:00:00,2014-06-30 00:00:00
"Pearce, Steve",2012,NM-2,REP,INCUMBENT,40.9,59.1,167017.0,223517.0,223517.0,35184.44,626637.2,814969.76,1687074.84,2012-05-17 00:00:00,2012-06-30 00:00:00
"Pearce, Stevan E.",2014,NM-2,REP,INCUMBENT,35.5,64.5,130643.2,186143.2,186643.2,68900.99,1350141.37,1467883.58,2070663.45,2014-05-15 00:00:00,2014-06-30 00:00:00
"Byrd, Jefferson Lee",2012,NM-3,REP,CHALLENGER,63.0,37.0,5360.0,7460.0,7460.0,8058.72,1518.65,919.93,94587.31,2012-05-17 00:00:00,2012-06-30 00:00:00
"Byrd, Jefferson Lee",2014,NM-3,REP,CHALLENGER,61.2,38.8,13795.0,13913.36,13913.36,9943.05,5143.41,9113.72,111164.29,2014-05-15 00:00:00,2014-06-30 00:00:00
"Lujan, Ben R Mr.",2012,NM-3,DEM,INCUMBENT,63.0,37.0,39110.0,102910.0,102910.0,120711.32,433905.95,416104.63,1102858.06,2012-05-17 00:00:00,2012-06-30 00:00:00
"Lujan, Ben R Mr.",2014,NM-3,DEM,INCUMBENT,61.2,38.8,36952.0,165653.33,165653.33,200622.65,616535.15,581565.83,1267973.38,2014-05-15 00:00:00,2014-06-30 00:00:00
"Edwards, Christopher",2012,NV-1,REP,OPEN,63.5,31.6,1370.0,1370.0,1370.0,12582.07,102647.8,91435.73,183671.0,2012-05-24 00:00:00,2012-06-30 00:00:00
"Teijeiro, Annette",2014,NV-1,REP,CHALLENGER,56.8,37.9,3087.0,3087.0,3119.26,17127.11,117668.49,103660.64,161074.83,2014-05-22 00:00:00,2014-06-30 00:00:00
"Titus, Dina",2014,NV-1,DEM,INCUMBENT,56.8,37.9,60355.0,139264.63,139264.63,30437.24,235867.71,344695.1,1086760.85,2014-05-22 00:00:00,2014-06-30 00:00:00
"Titus, Dina",2012,NV-1,DEM,OPEN,63.5,31.6,48284.59,106534.59,106534.59,82082.8,345810.02,370261.81,1273980.63,2012-05-24 00:00:00,2012-06-30 00:00:00
"Kohn, Erin Bilbray",2014,NV-3,DEM,CHALLENGER,36.1,60.8,68420.1,146599.72,147599.72,35833.27,387376.23,499142.68,1161529.29,2014-05-22 00:00:00,2014-06-30 00:00:00
"Oceguera, John",2012,NV-3,DEM,CHALLENGER,42.8,50.4,126208.49,228558.49,229433.49,43645.37,438299.51,624087.63,1534013.59,2012-05-24 00:00:00,2012-06-30 00:00:00
"Heck, Joe",2012,NV-3,REP,INCUMBENT,42.8,50.4,106779.38,240442.0,240442.0,87288.59,1133889.53,1287042.94,2423277.15,2012-05-24 00:00:00,2012-06-30 00:00:00
"Heck, Joe",2014,NV-3,REP,INCUMBENT,36.1,60.8,71294.69,136884.92,143493.29,59313.97,1376667.9,1460847.22,2484963.91,2014-05-22 00:00:00,2014-06-30 00:00:00
"Hardy, Cresent",2014,NV-4,REP,CHALLENGER,45.8,48.5,3040.36,3040.36,4446.36,26278.59,54830.79,32998.56,446357.92,2014-05-22 00:00:00,2014-06-30 00:00:00
"Tarkanian, Danny",2012,NV-4,REP,CHALLENGER,50.1,42.2,86985.12,100985.12,154168.47,46848.7,61216.97,168536.74,1332354.51,2012-05-24 00:00:00,2012-06-30 00:00:00
"Horsford, Steven Alexzander",2014,NV-4,DEM,INCUMBENT,45.8,48.5,77361.65,170361.65,170375.94,45591.36,279719.36,404503.94,1935567.76,2014-05-22 00:00:00,2014-06-30 00:00:00
"Horsford, Steven Alexzander",2012,NV-4,DEM,OPEN,50.1,42.2,73408.61,129413.22,126926.76,43035.07,507277.91,591169.6,1718991.26,2012-05-24 00:00:00,2012-06-30 00:00:00
"Zeldin, Lee M",2014,NY-1,REP,CHALLENGER,45.2,54.8,85295.45,115795.45,115795.45,129046.39,149609.56,136358.62,1861021.61,2014-06-05 00:00:00,2014-06-30 00:00:00
"Altschuler, Randolph Mr.",2012,NY-1,REP,CHALLENGER,52.2,47.8,93383.0,128383.0,133168.13,93599.89,759248.34,798816.58,2284790.29,2012-06-07 00:00:00,2012-06-30 00:00:00
"Bishop, Timothy",2014,NY-1,DEM,INCUMBENT,45.2,54.8,198358.66,349137.49,349137.49,27963.03,808778.19,1129952.65,3034996.76,2014-06-05 00:00:00,2014-06-30 00:00:00
"Bishop, Timothy",2012,NY-1,DEM,INCUMBENT,52.2,47.8,105084.28,192635.1,192981.18,31719.18,1374132.61,1535394.61,2731218.03,2012-06-07 00:00:00,2012-06-30 00:00:00
"Grimm, Michael",2014,NY-11,REP,INCUMBENT,42.1,55.4,23430.0,23430.0,23430.0,13104.07,1002254.91,1012580.84,2000574.11,2014-06-05 00:00:00,2014-06-30 00:00:00
"Recchia, Domenic M Jr",2014,NY-11,DEM,CHALLENGER,42.1,55.4,179139.87,261693.54,262009.63,55946.04,1076203.15,1282266.74,2479667.18,2014-06-05 00:00:00,2014-06-30 00:00:00
"Di Iorio, Nicholas S",2014,NY-12,REP,CHALLENGER,79.9,20.1,17440.0,17440.0,17456.83,12062.87,2080.49,7474.45,83767.3,2014-06-05 00:00:00,2014-06-30 00:00:00
"Wight, Christopher Robin",2012,NY-12,REP,CHALLENGER,80.9,19.1,8289.11,8289.11,8289.11,6201.95,13866.38,15953.54,116717.26,2012-06-07 00:00:00,2012-06-30 00:00:00
"Maloney, Carolyn B.",2014,NY-12,DEM,INCUMBENT,79.9,20.1,34063.51,55563.51,55563.51,53950.35,658733.09,660346.25,1410064.35,2014-06-05 00:00:00,2014-06-30 00:00:00
"Maloney, Carolyn B",2012,NY-12,DEM,INCUMBENT,80.9,19.1,81909.0,142009.0,142009.0,70852.22,702470.86,773627.64,1746928.76,2012-06-07 00:00:00,2012-06-30 00:00:00
"Day, Chris",2014,NY-17,REP,CHALLENGER,56.2,43.8,24642.14,25821.14,25821.14,5062.99,29721.86,50480.01,203880.05,2014-06-05 00:00:00,2014-06-30 00:00:00
"Lowey, Nita M",2014,NY-17,DEM,INCUMBENT,56.2,43.8,88719.37,130719.37,130722.19,7427.15,728993.93,852288.97,2133891.4,2014-06-05 00:00:00,2014-06-30 00:00:00
"Maloney, Sean Patrick",2012,NY-18,DEM,OPEN,51.7,48.3,60427.75,115427.75,115427.75,225502.51,377829.36,267754.6,2257170.87,2012-06-07 00:00:00,2012-06-30 00:00:00
"Hayworth, Nan",2014,NY-18,REP,CHALLENGER,49.6,48.0,134242.0,157942.0,657942.06,90865.16,510560.85,1077637.75,3450807.89,2014-06-05 00:00:00,2014-06-30 00:00:00
"Hayworth, Nan",2012,NY-18,REP,CHALLENGER,51.7,48.3,150665.96,277830.96,277987.45,60042.4,1260980.33,1478925.38,3319063.02,2012-06-07 00:00:00,2012-06-30 00:00:00
"Maloney, Sean Patrick",2014,NY-18,DEM,INCUMBENT,49.6,48.0,185986.72,321354.55,336869.25,53120.3,1503699.84,1787448.79,4256016.85,2014-06-05 00:00:00,2014-06-30 00:00:00
"Schreibman, Julian D",2012,NY-19,DEM,CHALLENGER,46.5,53.5,121733.77,181233.77,181233.77,88984.36,239454.37,331703.78,1359071.52,2012-06-07 00:00:00,2012-06-30 00:00:00
"Gibson, Christopher P",2012,NY-19,REP,INCUMBENT,46.5,53.5,56995.0,188245.0,195549.36,22714.79,1018715.27,1191549.84,2187704.7,2012-06-07 00:00:00,2012-06-30 00:00:00
